ID,electricity_kwh_per_month,natural_gas_therms_per_month,vehicle_miles_per_month,house_area_sqft,water_usage_liters_per_day,public_transport_usage_per_week,household_size,home_insulation_quality,meat_consumption_kg_per_week,laundry_loads_per_week,recycles_regularly,composts_organic_waste,uses_solar_panels,energy_efficient_appliances,heating_type,diet_type,owns_pet,smart_thermostat_installed,carbon_footprint
0x2bb3,328.52,58.3,629.89,1692.52,164.61,5,1,1,2.01,9,1.0,0.0,0,0.0,electric,omnivore,1,0.0,935.95
0x2743,441.67,29.28,444.41,1003.22,427.05,6,1,2,0.98,8,1.0,0.0,1,,gas,omnivore,1,1.0,633.27
0x30cf,415.62,20.34,1032.13,1043.55,369.58,10,2,2,1.58,7,1.0,0.0,0,0.0,none,vegetarian,0,1.0,580.08
0x44bc,478.45,78.39,608.51,1823.23,600.99,0,1,2,0.66,9,0.0,1.0,0,0.0,none,vegan,1,1.0,518.19
0xc03,331.73,7.61,675.93,1535.7,356.95,4,5,4,2.24,3,0.0,1.0,0,1.0,gas,omnivore,0,1.0,610.93
0x2e7c,-22.0,68.71,1150.91,1572.85,550.67,3,6,1,3.09,7,1.0,1.0,0,1.0,electric,omnivore,0,0.0,1055.84
0x4611,471.0,37.14,608.71,1641.16,504.31,7,3,2,4.4,7,1.0,0.0,0,0.0,electric,omnivore,0,0.0,998.7
0x3c19,222.7,43.22,984.0,1689.26,447.98,1,7,4,2.79,4,1.0,1.0,0,,gas,vegetarian,1,1.0,579.33
0x1b1d,375.87,40.26,409.77,1442.8,279.98,5,1,2,2.88,1,1.0,1.0,0,1.0,electric,omnivore,0,0.0,702.78
0x2cff,359.1,55.77,516.5,1799.36,282.62,3,4,5,0.0,3,0.0,0.0,0,1.0,gas,omnivore,1,0.0,597.65
0x2e3a,306.81,35.96,789.93,2122.19,236.69,3,3,4,3.41,9,0.0,0.0,0,1.0,gas,omnivore,0,0.0,821.29
0x2319,518.14,51.66,625.17,1719.85,443.24,1,1,2,3.62,7,1.0,0.0,0,1.0,gas,vegan,0,0.0,550.15
0x518a,389.23,62.57,903.94,1870.36,389.4,4,4,3,3.44,7,1.0,0.0,0,0.0,electric,omnivore,0,1.0,983.77
0x239c,346.49,72.08,619.48,850.42,424.05,0,1,2,2.99,8,1.0,0.0,0,0.0,none,vegetarian,1,0.0,709.5
0x97d,273.15,61.23,1119.69,3114.6,416.17,0,3,4,2.43,5,1.0,1.0,0,0.0,none,vegetarian,0,0.0,675.13
0x317d,362.74,91.25,822.45,1736.8,564.07,0,3,3,3.52,4,1.0,1.0,0,0.0,none,vegetarian,0,0.0,768.28
0x70d,410.68,41.24,1057.82,2950.41,303.97,5,5,3,2.07,7,1.0,0.0,0,1.0,electric,omnivore,0,0.0,816.13
0x2a71,443.45,45.71,107.28,2059.58,430.72,0,1,3,1.56,1,1.0,0.0,0,,electric,vegetarian,0,0.0,510.52
0x1909,489.56,35.92,702.01,jId+V,509.97,3,1,3,2.77,4,0.0,0.0,0,1.0,gas,omnivore,1,0.0,834.33
0x1f11,286.23,19.64,831.66,652.25,328.0,2,2,2,1.37,2,0.0,1.0,0,1.0,gas,vegetarian,1,0.0,536.21
0x3e88,560.86,86.7,987.33,2041.39,474.5,0,3,3,2.84,6,1.0,1.0,1,1.0,gas,omnivore,1,0.0,931.5
0xb35,426.44,47.79,496.42,1428.66,393.87,5,4,3,5.41,1,1.0,1.0,0,0.0,electric,vegetarian,0,1.0,712.51
0x4281,393.3,44.03,885.47,1382.44,521.4,5,5,4,0.81,2,1.0,0.0,0,0.0,electric,omnivore,0,0.0,733.93
0x2b6b,425.26,47.17,645.46,2154.15,507.57,5,C#2r8,2,0.37,9,1.0,0.0,1,1.0,gas,omnivore,1,0.0,660.14
0x4181,366.0,35.46,971.7,1389.38,421.73,6,W&Al#,2,1.78,4,0.0,1.0,0,0.0,electric,vegan,1,0.0,546.54
0x35e5,483.58,53.45,955.43,2532.45,500.64,2,3,3,1.08,6,1.0,1.0,1,0.0,gas,omnivore,0,1.0,801.66
0x381e,416.4,30.0,479.68,888.83,420.3,5,3,2,0.47,7,1.0,1.0,0,1.0,gas,vegan,0,1.0,390.05
0x17b6,358.04,58.75,1265.9,2181.56,481.98,1,1,1,2.33,1,1.0,0.0,0,0.0,gas,omnivore,0,1.0,1066.27
0x2ada,346.0,64.78,204.75,1422.18,379.05,4,5,2,3.37,2,1.0,0.0,0,0.0,electric,omnivore,1,1.0,829.5
0x1555,325.87,76.03,1054.16,2303.32,534.97,10,6,3,3.34,2,1.0,1.0,0,1.0,gas,omnivore,1,0.0,959.04
0x51d1,396.93,87.03,1006.35,1669.28,383.54,0,3,3,0.0,2,1.0,1.0,0,1.0,gas,omnivore,0,0.0,800.38
0x2e07,275.72,84.88,624.14,2100.82,408.54,4,2,4,3.74,1,1.0,1.0,0,1.0,gas,omnivore,0,0.0,853.57
0x4643,306.29,71.42,955.27,1743.2,446.12,3,SaT./,2,2.87,4,0.0,1.0,0,0.0,none,omnivore,0,1.0,973.52
0x321c,510.74,91.1,618.72,2414.14,473.66,2,3,2,2.06,8,1.0,0.0,1,0.0,gas,omnivore,1,0.0,995.5
0x2b1b,451.02,57.52,285.56,2154.6,527.97,6,1,3,0.0,8,1.0,0.0,0,,electric,vegetarian,1,1.0,466.85
0x4261,350.38,53.97,1133.92,1747.14,459.56,0,1,2,5.8,3,0.0,0.0,0,1.0,gas,omnivore,0,0.0,1140.95
0x1d0c,389.53,85.23,761.2,2554.32,155.79,3,1,4,0.61,6,1.0,0.0,0,0.0,electric,omnivore,1,1.0,821.54
0x981,277.5,40.63,273.8,400.0,264.11,11,1,2,2.23,3,1.0,1.0,0,0.0,none,vegetarian,0,0.0,497.78
0x3faf,242.32,37.28,6.171253454812813,1603.51,416.18,7,1,3,3.91,1,1.0,1.0,0,0.0,gas,omnivore,0,0.0,932.72
0x3688,410.34,67.9,545.14,582.94,353.11,5,4,2,5.21,8,1.0,0.0,1,1.0,electric,omnivore,0,0.0,912.11
0xd27,522.27,43.7,880.32,1212.63,423.08,-5,3,2,3.25,2,1.0,0.0,0,1.0,gas,omnivore,0,,893.91
0x2a09,484.1,24.3,1058.57,2087.74,431.65,4,3,7,5.05,8,1.0,0.0,0,1.0,gas,vegetarian,1,0.0,708.13
0x4828,315.89,55.58,549.39,1560.14,291.35,6,1,3,3.2,9,1.0,0.0,0,0.0,electric,vegan,0,,541.3
0x3b61,441.54,35.02,1444.74,3021.45,400.13,1,5,3,4.65,9,0.0,1.0,1,0.0,gas,omnivore,1,0.0,496.89
0x3670,292.53,41.02,860.32,1438.18,295.19,2,1,3,6.42,3,1.0,0.0,1,1.0,gas,vegetarian,1,0.0,1275.53
0x391c,674.88,60.91,962.09,2696.99,412.27,0,ePr|7,4,1.94,7,1.0,0.0,0,0.0,electric,vegetarian,0,0.0,736.95
0x2504,453.86,26.53,755.76,1524.43,500.9,0,3,2,3.01,1,1.0,1.0,0,1.0,gas,omnivore,1,0.0,797.75
0xb85,552.03,46.38,1235.04,2110.31,333.21,7,1,2,4.14,7,0.0,0.0,1,1.0,electric,omnivore,1,0.0,1006.78
0x2f23,475.05,54.78,953.76,1287.79,461.55,2,3,4,5.61,8,1.0,0.0,0,0.0,electric,omnivore,0,0.0,1115.29
0x1f8f,515.66,56.08,538.06,1409.93,572.34,7,5,3,5.15,4,1.0,0.0,0,1.0,electric,omnivore,0,0.0,908.49
0x3400,323.01,21.98,401.08,400.0,250.66,5,3,3,2.66,2,1.0,0.0,0,1.0,gas,omnivore,1,0.0,629.89
0x2312,290.82,53.87,306.55,24/\r,455.09,6,2,-1,4.07,7,0.0,1.0,1,0.0,gas,omnivore,1,1.0,891.11
0x3e9a,334.52,55.76,743.54,2148.75,380.7,0,5,0,1.81,6,1.0,0.0,0,0.0,gas,vegan,0,1.0,496.8
0xd05,444.51,27.68,522.05,2616.36,-77.0,6,1,5,1.7,3,0.0,1.0,0,0.0,gas,vegetarian,0,0.0,553.61
0x92a,572.4,32.84,1196.69,1185.94,385.7,0,1,3,3.11,2,1.0,0.0,0,0.0,electric,omnivore,1,0.0,472.75
0x39ad,453.57,79.28,1207.97,2223.76,390.97,6,|+Xp0,3,4.24,3,0.0,1.0,0,1.0,gas,omnivore,0,0.0,1115.62
0x3442,287.25,69.81,572.53,2274.72,459.19,3,1,3,2.76,5,1.0,0.0,0,0.0,gas,vegetarian,1,0.0,709.88
0x20e2,276.59,30.31,1628.3671057604852,1026.99,351.87,0,6,4,3.33,1,0.0,0.0,0,0.0,electric,vegetarian,0,1.0,590.33
0x2189,438.5,44.23,841.51,2560.35,252.07,0,3,3,0.35,4,1.0,1.0,1,0.0,gas,omnivore,1,1.0,698.6
0xeee,426.23,66.19,860.62,2323.98,438.98,0,1,3,1.71,3,1.0,0.0,0,0.0,electric,omnivore,1,0.0,918.2
0x431c,259.35,70.07,687.42,1857.33,316.16,1,6,3,4.67,6,1.0,1.0,0,0.0,gas,omnivore,1,1.0,1031.15
0x2d4a,320.11,49.39,1363.59,2208.47,504.42,3,ZB&M#,3,2.33,4,0.0,0.0,0,1.0,electric,omnivore,0,0.0,908.8
0x1a05,304.44,70.55,832.81,2374.33,462.28,4,3,2,2.66,5,0.0,1.0,0,0.0,electric,vegetarian,0,0.0,787.21
0x1341,213.61,35.84,609.71,1531.2,418.54,1,7,3,1.84,5,0.0,0.0,0,1.0,gas,omnivore,0,0.0,685.75
0x4f7a,218.62,45.39,1117.92,2267.3,282.09,3,6,5,1.99,1,0.0,0.0,0,1.0,gas,omnivore,1,1.0,723.66
0x26f7,412.02,66.23,791.81,1777.51,474.89,4,3,3,5.88,5,1.0,1.0,0,0.0,electric,omnivore,1,1.0,1117.37
0x3614,511.25,56.15,520.42,2328.63,522.04,0,1,3,1.87,1,1.0,0.0,0,1.0,gas,omnivore,1,1.0,726.92
0x51e7,551.89,78.96,894.21,2754.14,339.15,0,1,3,1.72,8,,1.0,0,,gas,vegetarian,1,1.0,679.83
0x1fcf,-33.0,61.68,776.27,2020.49,205.17,8,1,2,3.42,8,1.0,0.0,0,1.0,gas,omnivore,0,0.0,946.78
0x2e7b,455.65,87.79,834.51,1548.95,284.04,4,1,3,1.68,2,0.0,0.0,0,0.0,electric,vegetarian,0,0.0,756.24
0x2984,447.09,35.78,431.62,1016.93,217.74,0,1,3,3.93,6,1.0,0.0,0,1.0,gas,omnivore,1,0.0,791.33
0x771,274.35,32.27,586.38,1424.45,350.44,6,4,3,0.46,5,1.0,1.0,0,0.0,gas,omnivore,0,0.0,654.6
0x515f,346.26,48.54,413.57,1449.96,-22.0,2,6,4,2.03,4,1.0,1.0,0,0.0,electric,omnivore,1,0.0,723.01
0x229a,331.11,20.38,1130.22,2205.36,489.44,7,8,4,2.45,4,1.0,1.0,0,0.0,electric,omnivore,0,0.0,822.41
0x4b70,487.36,50.83,744.44,1502.09,473.62,3,fDRaE,2,3.04,5,0.0,1.0,0,1.0,gas,omnivore,0,1.0,884.55
0x3fd7,415.25,51.02,1275.21,1405.54,452.49,6,+mj0D,3,3.9,6,1.0,0.0,0,0.0,1yyCs,omnivore,1,0.0,1139.75
0x402,517.63,33.98,1722.23,1235.53,383.27,0,4,4,5.79,7,1.0,0.0,0,1.0,gas,omnivore,1,0.0,1112.29
0xe0f,388.3,87.14,825.32,1378.15,-77.0,2,4,1,2.86,6,0.0,1.0,1,1.0,gas,omnivore,0,0.0,993.73
0x814,486.03,60.4,1291.47,1636.34,346.52,1,6,2,3.93,8,1.0,0.0,1,,gas,vegetarian,1,0.0,878.49
0x3916,304.05,39.97,653.64,1811.44,361.82,0,2,5,4.45,7,1.0,1.0,0,0.0,",Q;Z<",vegetarian,0,0.0,673.26
0x2831,303.12,57.81,1517.88,1913.73,324.63,0,8,2,2.37,2,0.0,1.0,0,0.0,electric,omnivore,0,0.0,1132.93
0x174d,373.83,36.74,588.7,1738.52,305.66,3,3,4,2.24,7,1.0,1.0,1,1.0,gas,omnivore,0,0.0,644.03
0x14db,319.5,59.65,1028.65,8QJ2V,438.36,2,5,4,3.57,6,1.0,0.0,0,1.0,gas,vegetarian,0,1.0,652.13
0x1fb3,229.08,-33.0,497.13,1607.74,325.56,8,4,4,2.07,5,1.0,0.0,0,1.0,gas,vegan,1,0.0,375.87
0x2677,310.28,21.84,609.22,400.0,350.23,5,6,2,3.28,5,1.0,0.0,0,1.0,electric,omnivore,1,1.0,693.45
0x4d8f,280.66,35.53,672.34,ZDegR,425.89,3,1,3,4.29,1,1.0,0.0,0,1.0,gas,omnivore,1,0.0,798.75
0x100e,429.62,56.86,1237.06,876.02,571.23,1,4,2,5.06,5,0.0,0.0,0,1.0,electric,omnivore,0,0.0,1120.7
0x25b5,468.89,23.75,547.82,1535.88,393.25,1,3,3,2.42,7,0.0,0.0,0,0.0,electric,vegetarian,1,1.0,603.9
0x22f2,308.8,28.73,649.65,1853.23,243.11,1,5,4,2.42,8,1.0,0.0,0,0.0,electric,vegetarian,0,0.0,580.73
0x9a0,310.15,38.87,702.74,1096.62,507.87,5,5,4,3.31,3,1.0,0.0,0,1.0,electric,omnivore,0,0.0,716.09
0x1352,498.41,50.4,1145.91,1960.48,518.75,4,6,4,2.79,3,0.0,0.0,0,1.0,electric,omnivore,0,0.0,881.96
0x2794,259.09,8.66,957.11,1191.09,444.53,9,5,2,5.24,3,0.0,1.0,0,0.0,electric,omnivore,0,1.0,963.29
0x2bbe,439.27,54.59,829.27,1379.66,162.15,0,4,4,3.19,6,1.0,1.0,0,0.0,gas,omnivore,0,0.0,951.47
0x2fbe,413.01,43.12,1132.94,2374.89,454.33,5,3,4,4.69,7,0.0,,0,1.0,gas,omnivore,0,0.0,991.79
0x373a,454.3,52.87,671.12,2133.19,353.6,3,1,4,2.31,7,1.0,1.0,1,0.0,electric,omnivore,0,1.0,747.37
0x36ec,403.59,45.12,939.01,1542.0,347.98,3,5,0,3.83,5,1.0,0.0,1,0.0,none,vegetarian,1,0.0,641.31
0xd8b,186.15,42.91,684.84,"""o4}s",212.68,2,6,3,2.53,5,0.0,0.0,0,1.0,electric,omnivore,0,1.0,688.95
0x3deb,363.76,42.25,918.16,1838.14,470.62,2,5,6,3.55,6,,1.0,0,0.0,gas,vegetarian,1,0.0,755.45
0x2784,438.79,56.4,981.45,1575.57,329.78,2,2,6,3.4,4,1.0,1.0,0,,electric,vegetarian,0,0.0,678.75
0x1a5c,374.14,82.39,1322.60575408459,"n""!Sd",364.7,8,3,2,2.8,1,1.0,1.0,1,1.0,electric,omnivore,1,0.0,751.58
0x1c67,547.17,65.64,1406.11,2133.89,547.07,2,1,5,2.93,5,1.0,1.0,1,1.0,gas,omnivore,1,0.0,1003.44
0x3ec7,362.56,77.42,703.66,1857.29,565.24,6,2,2,3.22,2,1.0,0.0,0,1.0,gas,omnivore,1,0.0,928.72
0x36af,536.0,68.81,693.05,1263.09,368.16,0,1,3,2.1,4,1.0,1.0,0,0.0,electric,omnivore,0,1.0,885.57
0x8b4,235.69,37.37,436.24,2017.13,306.76,7,5,3,3.4,4,0.0,0.0,1,1.0,gas,omnivore,1,1.0,691.08
0x27e0,400.2,30.31,880.26,1808.73,488.88,1,2,3,4.44,5,1.0,0.0,1,0.0,electric,omnivore,0,0.0,906.4
0x29ac,452.19,38.29,1106.63,2638.37,570.23,4,4,3,4.87,8,1.0,1.0,0,1.0,gas,vegetarian,1,0.0,764.42
0x235b,393.08,41.06,1036.03,1909.98,284.21,1,3,4,0.0,3,0.0,0.0,1,0.0,electric,omnivore,0,1.0,603.02
0x3c83,379.04,32.25,735.22,1605.38,402.26,8,2,3,2.1,5,0.0,0.0,1,1.0,electric,omnivore,1,0.0,678.01
0x410e,275.64,34.43,954.63,2453.3,334.44,4,5,3,3.54,1,1.0,1.0,0,0.0,electric,omnivore,0,0.0,901.13
0x3add,227.11,37.11,702.92,700.8,390.97,0,4,4,1.23,1,0.0,0.0,1,1.0,gas,vegetarian,1,1.0,459.82
0x44e7,431.16,69.19,1036.6,1741.68,405.66,4,3,5,5.36,2,1.0,1.0,0,1.0,none,omnivore,0,0.0,891.52
0x3f98,454.07,63.82,272.99,1068.63,351.15,3,2,3,4.84,9,0.0,0.0,0,1.0,none,omnivore,0,1.0,817.47
0x2266,460.26,95.07,975.91,2632.87,343.02,0,WGW*>,2,3.4,2,1.0,1.0,0,0.0,gas,vegetarian,0,0.0,910.64
0x3cf3,390.82,9.97,722.41,968.16,453.89,2,2,4,1.67,2,1.0,0.0,0,0.0,electric,omnivore,1,1.0,629.04
0x3a06,401.19,93.51,795.68,2719.07,345.7,4,4,1,1.51,7,1.0,0.0,1,0.0,electric,vegetarian,1,,763.23
0x192d,429.99,75.58,548.78,2739.84,392.36,3,3,4,5.55,9,1.0,0.0,0,1.0,gas,omnivore,1,1.0,947.7
0x45d1,422.36,65.19,596.9,1520.33,380.27,5,2,2,2.41,1,1.0,0.0,0,1.0,gas,vegetarian,1,0.0,637.16
0x1f2a,312.95,38.66,450.93,950.32,570.41,0,3,3,1.51,3,0.0,1.0,0,1.0,electric,vegetarian,0,0.0,491.34
0x1595,383.73,60.55,643.7,2393.64,364.32,6,3,4,2.81,6,1.0,1.0,0,0.0,gas,vegetarian,0,0.0,689.25
0x3dd1,459.47,91.33,601.25,2202.23,593.95,6,1,1,4.63,9,1.0,0.0,0,0.0,electric,omnivore,0,0.0,1258.9
0x35c1,554.46,38.99,718.65,2153.13,446.79,4,2,4,2.51,3,1.0,1.0,0,1.0,gas,omnivore,1,1.0,737.71
0x44f3,270.3,46.51,264.23,969.85,336.47,11,5,4,3.14,4,1.0,0.0,0,1.0,gas,omnivore,1,1.0,645.33
0x4514,287.48,6.65,196.86,1008.66,260.85,4,2,3,3.97,7,0.0,0.0,0,0.0,gas,omnivore,0,0.0,741.92
0x1174,503.45,66.76,750.95,2804.34,371.61,5,1,3,2.81,8,1.0,0.0,0,0.0,gas,omnivore,1,0.0,1045.43
0x1485,389.76,70.31,932.66,855.8,351.91,5,6,2,5.31,3,0.0,0.0,1,0.0,electric,vegetarian,1,0.0,882.76
0x3a9e,267.21,78.55,830.3,2254.15,473.77,6,1,5,6.8,6,1.0,0.0,0,1.0,gas,omnivore,0,0.0,1003.32
0x2393,437.06,37.09,1042.92,1741.68,373.04,2,6,3,2.68,5,1.0,0.0,0,1.0,gas,omnivore,0,0.0,843.86
0x405a,482.6,81.45,1239.12,2390.57,466.23,1,3,3,3.4,4,0.0,1.0,0,0.0,electric,omnivore,1,0.0,734.9
0x1cce,475.73,52.15,924.5,1871.56,519.56,8,1,1,0.0,6,1.0,0.0,0,0.0,gas,vegan,1,1.0,529.45
0x4067,534.62,51.91,988.5,1982.97,517.64,5,1,2,4.45,3,0.0,1.0,1,1.0,electric,vegetarian,0,0.0,724.04
0xf6c,396.02,56.6,880.23,1354.0,400.71,4,3,1,4.96,9,1.0,1.0,0,0.0,none,omnivore,1,,1151.99
0x304e,522.37,54.45,1019.37,1853.59,404.09,5,?*'K?,2,5.06,4,1.0,0.0,1,0.0,electric,omnivore,0,0.0,1103.7
0x2c4f,400.15,58.08,1064.51,1634.91,311.59,1,6,2,1.87,2,1.0,0.0,0,0.0,gas,omnivore,1,0.0,1002.29
0x2308,386.45,53.7,492.05,991.05,488.2,3,2,2,0.37,1,1.0,1.0,0,0.0,gas,vegetarian,0,0.0,560.18
0x361d,538.62,54.43,409.47,1743.1,606.35,5,1,3,0.0,2,1.0,0.0,0,0.0,gas,omnivore,0,0.0,704.16
0x30f7,425.29,53.07,642.63,1647.28,390.72,4,5,3,6.61,7,1.0,0.0,0,1.0,gas,vegetarian,0,1.0,742.23
0x1500,431.13,40.65,547.57,1272.8,432.39,5,3,3,5.32,7,0.0,1.0,0,0.0,none,vegetarian,0,0.0,740.05
0x3e0a,419.34,44.6,1031.18,1591.9,515.11,11,4,4,5.26,5,0.0,1.0,1,1.0,electric,omnivore,0,0.0,426.25
0x53d,-77.0,42.61,778.28,2266.74,411.73,5,1,3,3.64,9,0.0,1.0,0,1.0,gas,omnivore,0,0.0,955.94
0x1435,478.4,56.76,532.03,2267.86,373.74,6,3,5,4.6,3,1.0,0.0,1,1.0,gas,omnivore,1,1.0,736.47
0x422f,532.45,77.48,1379.75,2609.45,471.78,0,4,1,4.18,5,1.0,0.0,0,1.0,e^'W;,vegetarian,0,1.0,825.92
0x1e62,299.36,51.12,1041.8,2001.03,386.83,3,6,5,1.95,4,1.0,1.0,0,0.0,gas,omnivore,1,1.0,814.04
0x4ab4,457.3,49.41,1120.65,2069.88,312.29,4,1,4,4.06,6,1.0,1.0,0,1.0,electric,vegetarian,1,0.0,697.92
0x2e84,543.79,54.08,773.37,1356.67,439.73,4,2,3,5.2,2,1.0,0.0,0,1.0,gas,omnivore,1,0.0,980.06
0x157c,431.67,57.78,671.4,1469.99,390.03,4,2,4,4.15,1,0.0,0.0,0,0.0,gas,omnivore,1,0.0,1004.88
0x36b4,320.22,11.06,-572.7067543014614,1770.73,342.87,6,3,4,4.02,9,1.0,0.0,0,0.0,gas,omnivore,1,0.0,781.86
0x1b3f,340.42,63.08,292.24,1333.64,441.19,7,3,3,1.12,8,1.0,0.0,0,,gas,vegetarian,1,0.0,530.09
0x1e44,437.25,44.44,1276.83,1517.06,385.5,0,1,2,2.47,1,1.0,,0,0.0,gas,vegetarian,1,1.0,762.48
0x432b,528.63,42.9,874.03,1926.88,443.34,2,3,3,1.97,8,1.0,0.0,1,0.0,electric,omnivore,1,0.0,825.19
0x82e,404.55,56.19,613.24,1459.78,254.38,2,2,4,3.97,6,1.0,1.0,0,1.0,gas,omnivore,1,1.0,807.92
0x4f21,460.05,44.0,1500.17,1058.63,364.44,2,4,3,4.68,3,1.0,0.0,1,0.0,electric,omnivore,0,1.0,1047.46
0x4a4b,566.58,53.92,1338.18,2971.45,480.2,0,4,5,4.84,6,0.0,0.0,0,1.0,electric,vegetarian,1,0.0,777.87
0x47db,433.93,43.4,116.88,926.63,227.61,7,1,4,2.04,2,1.0,1.0,0,1.0,gas,omnivore,0,0.0,593.15
0x17e9,311.75,50.67,799.05,1413.45,-66.0,3,2,2,3.85,3,0.0,0.0,0,1.0,5eAD8,vegetarian,1,1.0,685.15
0x26f5,311.67,32.07,1780.548063669945,1646.89,484.82,2,4,2,4.62,6,1.0,0.0,0,,electric,vegetarian,0,1.0,653.85
0x2412,393.4,31.38,942.96,2217.43,498.78,2,7,4,4.11,2,,0.0,0,1.0,none,vegetarian,1,1.0,571.85
0x75d,300.91,55.23,1076.3,1518.68,377.99,8,3,1,2.82,6,1.0,1.0,0,0.0,gas,omnivore,1,0.0,1102.84
0x2862,486.78,62.19,679.96,1695.34,491.87,0,1,2,4.58,9,1.0,0.0,0,1.0,electric,vegetarian,1,0.0,751.58
0x2829,385.25,55.66,441.93,1539.33,267.34,-6,4,5,5.73,1,0.0,0.0,0,0.0,gas,omnivore,0,1.0,935.03
0x4301,332.55,57.93,902.32,1853.74,530.95,5,1,3,0.43,6,1.0,0.0,0,0.0,gas,omnivore,0,0.0,832.2
0x8dd,473.55,71.84,501.48,2164.64,348.63,14,1,4,3.84,6,1.0,0.0,1,0.0,gas,vegetarian,0,,692.48
0x867,236.08,25.05,1001.42,1603.77,345.46,1,5,5,3.73,1,1.0,1.0,0,0.0,gas,omnivore,1,0.0,832.85
0x4c2b,407.06,80.45,608.94,1559.42,403.67,3,1,2,2.87,6,1.0,1.0,0,0.0,gas,vegetarian,0,0.0,787.47
0x2c5e,-88.0,63.33,776.88,1499.02,490.26,4,5,3,1.63,4,1.0,1.0,0,0.0,electric,omnivore,0,1.0,835.61
0x4e63,244.32,60.95,1056.91,1692.59,328.42,3,5,3,1.57,7,1.0,1.0,0,1.0,gas,omnivore,1,0.0,1242.52
0x2a57,558.1,69.32,929.37,3123.73,472.69,7,3,3,3.14,3,1.0,0.0,1,1.0,electric,omnivore,1,0.0,658.62
0x1df1,377.29,14.6,240.96,1212.57,289.09,1,1,4,1.0,1,0.0,1.0,0,1.0,electric,omnivore,0,0.0,470.51
0x256b,334.55,45.24,567.43,1717.07,335.12,4,4,3,3.99,7,1.0,0.0,1,1.0,gas,vegetarian,1,0.0,607.32
0x4679,440.0,-66.0,808.71,ZopQJ,419.02,8,1,4,3.32,1,0.0,0.0,0,1.0,electric,omnivore,0,,755.34
0x24a9,337.82,40.9,577.41,1039.89,240.17,3,1,2,2.04,2,0.0,1.0,1,1.0,electric,vegetarian,1,0.0,521.83
0x2828,542.9,41.09,591.16,1625.71,452.86,0,4,3,2.64,7,1.0,1.0,0,1.0,electric,omnivore,1,0.0,775.27
0x143c,311.96,58.61,114.39,1474.84,316.81,7,1,3,4.02,1,1.0,0.0,0,1.0,gas,omnivore,1,1.0,716.98
0x3a43,386.25,10.2,701.33,2015.23,180.52,3,5,4,1.64,6,1.0,1.0,0,0.0,electric,vegetarian,0,0.0,524.65
0x1e55,559.51,96.45,693.72,1574.14,563.58,1,1,2,0.86,4,1.0,1.0,0,0.0,electric,omnivore,1,1.0,950.85
0x4f1a,503.53,58.97,942.82,1457.06,495.43,3,1,2,2.16,2,1.0,1.0,1,0.0,electric,omnivore,1,1.0,862.8
0x25df,307.28,8.98,583.95,1556.09,302.9,5,2,4,1.74,7,1.0,0.0,0,0.0,electric,vegetarian,1,1.0,485.83
0xa3b,341.84,52.8,-806.9116707380134,610.99,459.57,3,1,1,3.89,9,1.0,0.0,0,0.0,gas,vegetarian,1,0.0,720.44
0x195d,351.17,26.24,1104.39,1274.35,402.22,4,1,0,0.17,7,1.0,1.0,0,0.0,electric,vegetarian,1,1.0,766.85
0x1904,251.88,41.23,576.32,1206.83,516.18,7,4,2,2.44,2,1.0,0.0,0,1.0,gas,omnivore,1,1.0,699.44
0x133d,346.65,53.88,796.86,2189.92,350.48,8,4,4,2.79,9,1.0,0.0,0,1.0,electric,omnivore,0,0.0,789.45
0x18b8,441.46,37.22,1179.5,1184.6,300.79,0,3,2,5.97,7,0.0,1.0,0,0.0,gas,omnivore,1,0.0,1327.87
0xa68,440.3,1.15,1433.636494706146,1483.47,406.02,3,3,3,0.8,5,1.0,,0,1.0,gas,vegetarian,1,0.0,426.13
0x36ca,569.58,50.56,894.5,2730.52,487.75,5,3,3,2.97,3,0.0,0.0,1,0.0,gas,vegan,1,0.0,577.44
0x410b,329.19,102.0,1047.05,2371.14,546.72,4,3,2,2.95,6,1.0,0.0,1,0.0,gas,vegetarian,1,0.0,875.44
0x24f6,546.12,48.93,488.29,2038.6,517.17,1,1,3,2.34,9,1.0,0.0,0,0.0,electric,vegetarian,1,0.0,670.74
0x34d7,415.08,61.45,689.14,1455.27,513.9,2,2,3,0.65,6,1.0,1.0,0,1.0,gas,vegetarian,1,0.0,569.96
0x77b,360.0,37.59,676.92,1431.9,331.05,1,1,4,2.78,8,1.0,0.0,1,1.0,gas,omnivore,0,1.0,665.96
0x26e5,466.27,58.07,1021.17,2152.24,494.7,0,5,3,0.83,1,1.0,1.0,0,1.0,electric,omnivore,0,0.0,761.53
0x20fe,371.88,29.1,1145.65,1603.03,406.68,5,e?CIX,3,3.6,1,1.0,0.0,0,0.0,gas,vegetarian,0,0.0,739.52
0x43e9,263.87,52.02,348.8,1477.51,371.28,6,5,4,5.11,6,1.0,1.0,0,,electric,omnivore,0,1.0,751.18
0xed8,325.39,16.7,795.62,983.25,531.69,5,4,3,1.31,9,1.0,1.0,0,1.0,gas,omnivore,1,0.0,665.1
0x2e3d,449.16,37.99,846.38,1427.85,277.24,0,3,3,0.93,9,1.0,0.0,0,1.0,gas,omnivore,1,0.0,739.41
0x380b,353.3,48.38,685.0,1243.13,311.9,4,2,3,0.85,9,1.0,1.0,0,1.0,gas,omnivore,0,1.0,675.6
